50.4161         50,4161
49.4463         49,4463
48.6589         48,6589
50.1825         50,1825
51.1555         51,1555
49.1921         49,1921
50.4802         50,4802
50.3699         50,3699
52.1040         52,1040
51.0872         51,0872
52.4067         52,4067
50.4117         50,4117
48.5547         48,5547
49.7383         49,7383
49.6526         49,6526
52.2754         52,2754
50.3801         50,3801
50.3089         50,3089
49.7386         49,7386
51.0434         51,0434
50.5198         50,5198
48.8160         48,8160
49.6949         49,6949
51.2926         51,2926
48.2675         48,2675
50.1468         50,1468
50.1591         50,1591
51.6274         51,6274
50.5254         50,5254
51.1107         51,1107
50.0269         50,0269
51.3360         51,3360
50.6232         50,6232
51.1968         51,1968
49.7063         49,7063
50.9960         50,9960
48.6181         48,6181
50.3565         50,3565
48.2577         48,2577
47.9304         47,9304
50.0324         50,0324
49.5326         49,5326
52.4765         52,4765
51.4029         51,4029
50.0833         50,0833
49.6745         49,6745
49.8969         49,8969
50.3801         50,3801
50.8279         50,8279
50.0547         50,0547
50.2534         50,2534
49.8936         49,8936
52.1528         52,1528
51.5240         51,5240
50.7149         50,7149
49.2887         49,2887
47.7643         47,7643
50.1541         50,1541
50.4876         50,4876
50.8273         50,8273
48.9449         48,9449
49.9449         49,9449
49.7343         49,7343
49.4189         49,4189
49.6070         49,6070
50.2635         50,2635
49.4271         49,4271
51.2375         51,2375
50.0537         50,0537
49.6619         49,6619
49.8806         49,8806
49.6352         49,6352
51.3452         51,3452
49.4398         49,4398
51.7409         51,7409
51.1413         51,1413
49.6508         49,6508
49.1417         49,1417
50.6626         50,6626
49.4740         49,4740
51.3749         51,3749
50.2108         50,2108
50.3743         50,3743
48.3281         48,3281
49.6143         49,6143
50.7835         50,7835
48.5250         48,5250
49.9779         49,9779
52.2693         52,2693
50.7715         50,7715
50.4492         50,4492
50.3954         50,3954
50.9871         50,9871
50.8100         50,8100
48.9608         48,9608
50.9731         50,9731
50.7584         50,7584
49.8972         49,8972
52.0306         52,0306
49.4665         49,4665
48.7430         48,7430
48.4301         48,4301
51.2290         51,2290
52.2448         52,2448
50.2469         50,2469
47.6795         47,6795
50.7466         50,7466
49.5759         49,5759
48.8801         48,8801
50.2478         50,2478
50.6090         50,6090
49.2409         49,2409
50.6196         50,6196
49.1748         49,1748
48.7285         48,7285
48.5173         48,5173
49.9292         49,9292
51.9208         51,9208
49.6412         49,6412
48.9265         48,9265
50.0899         50,0899
50.0209         50,0209
48.8985         48,8985
50.0353         50,0353
50.8113         50,8113
49.7617         49,7617
50.3541         50,3541
48.4386         48,4386
50.0884         50,0884
49.9622         49,9622
51.1782         51,1782
49.5882         49,5882
49.5422         49,5422
48.5018         48,5018
50.3146         50,3146
49.8786         49,8786
50.2185         50,2185
50.5406         50,5406
49.1806         49,1806
49.4525         49,4525
49.0124         49,0124
51.5376         51,5376
51.0040         51,0040
50.3569         50,3569
49.4386         49,4386
49.6482         49,6482
50.4601         50,4601
48.2864         48,2864
50.3259         50,3259
49.6913         49,6913
50.2769         50,2769
50.8637         50,8637
48.6547         48,6547
50.1051         50,1051
50.4402         50,4402
49.4663         49,4663
49.8452         49,8452
50.1126         50,1126
50.0515         50,0515
49.8001         49,8001
52.1583         52,1583
51.0395         51,0395
48.9831         48,9831
51.0660         51,0660
50.5998         50,5998
49.3875         49,3875
50.0269         50,0269
50.4870         50,4870
50.3121         50,3121
50.4633         50,4633
50.9613         50,9613
50.6096         50,6096
50.0256         50,0256
48.8980         48,8980
51.0132         51,0132
50.0116         50,0116
49.8987         49,8987
49.9843         49,9843
50.0939         50,0939
51.0952         51,0952
49.9482         49,9482
49.3938         49,3938
49.1970         49,1970
49.0099         49,0099
50.3267         50,3267
50.8423         50,8423
50.5015         50,5015
50.7817         50,7817
47.2882         47,2882
49.2502         49,2502
49.7796         49,7796
50.3222         50,3222
50.0830         50,0830
50.2120         50,2120
50.4259         50,4259
50.7436         50,7436
50.1224         50,1224
49.4858         49,4858
49.0374         49,0374
51.4119         51,4119
51.6560         51,6560
48.9859         48,9859
51.1362         51,1362
50.1058         50,1058
50.3945         50,3945
50.3384         50,3384
50.5792         50,5792
47.3004         47,3004
48.7440         48,7440
51.1849         51,1849
49.3592         49,3592
49.6353         49,6353
50.8943         50,8943
48.9654         48,9654
50.5397         50,5397
50.9237         50,9237
49.1843         49,1843
50.5946         50,5946
49.0499         49,0499
50.5792         50,5792
50.2466         50,2466
50.0952         50,0952
49.9092         49,9092
49.9722         49,9722
49.9628         49,9628
50.3879         50,3879
50.4575         50,4575
48.8847         48,8847
48.4736         48,4736
50.0059         50,0059
51.5060         51,5060
49.5686         49,5686
49.2790         49,2790
50.3918         50,3918
49.5746         49,5746
48.0543         48,0543
50.4757         50,4757
50.6933         50,6933
48.7997         48,7997
49.9235         49,9235
50.2778         50,2778
51.8339         51,8339
49.2681         49,2681
49.6021         49,6021
47.1337         47,1337
49.3078         49,3078
50.0794         50,0794
48.8605         48,8605
50.7022         50,7022
49.2042         49,2042
48.8665         48,8665
49.8912         49,8912
49.7508         49,7508
50.8046         50,8046
49.0499         49,0499
48.9430         48,9430
49.7541         49,7541
50.0266         50,0266
50.1731         50,1731
50.0483         50,0483
50.7806         50,7806
50.7029         50,7029
49.2400         49,2400
49.4607         49,4607
49.6405         49,6405
49.3608         49,3608
48.7564         48,7564
50.5475         50,5475
51.2471         51,2471
50.4958         50,4958
50.2703         50,2703
48.6877         48,6877
50.6562         50,6562
49.3405         49,3405
50.5044         50,5044
49.8788         49,8788
48.5968         48,5968
50.3352         50,3352
48.5515         48,5515
49.1730         49,1730
49.6629         49,6629
50.0204         50,0204
50.4104         50,4104
51.5142         51,5142
49.7454         49,7454
49.9113         49,9113
50.6913         50,6913
50.8859         50,8859
48.5996         48,5996
51.3034         51,3034
49.6943         49,6943
50.8455         50,8455
49.4423         49,4423
50.7553         50,7553
50.5536         50,5536
51.4771         51,4771
52.7897         52,7897
49.8775         49,8775
50.2982         50,2982
49.3393         49,3393
50.5632         50,5632
52.3487         52,3487
51.1092         51,1092
50.3688         50,3688
50.0412         50,0412
50.9730         50,9730
50.9342         50,9342
50.6351         50,6351
49.4896         49,4896
51.7847         51,7847
49.5233         49,5233
51.3030         51,3030
49.7976         49,7976
49.0559         49,0559
49.0570         49,0570
50.9045         50,9045
50.1020         50,1020
50.5221         50,5221
49.9250         49,9250
50.5169         50,5169
51.4292         51,4292
50.6634         50,6634
49.5046         49,5046
50.8513         50,8513
48.6709         48,6709
50.3612         50,3612
49.9778         49,9778
48.6522         48,6522
48.8681         48,8681
50.7766         50,7766
51.0049         51,0049
50.8326         50,8326
49.1788         49,1788
48.8424         48,8424
48.4144         48,4144
50.8406         50,8406
49.7138         49,7138
51.7057         51,7057
51.6329         51,6329
51.1660         51,1660
49.4582         49,4582
51.2021         51,2021
49.7689         49,7689
48.0242         48,0242
49.1027         49,1027
51.2299         51,2299
51.7140         51,7140
51.8939         51,8939
50.2318         50,2318
49.4151         49,4151
50.5081         50,5081
51.7173         51,7173
49.0018         49,0018
51.1594         51,1594
49.9791         49,9791
49.2343         49,2343
48.3279         48,3279
49.3607         49,3607
49.5366         49,5366
51.7373         51,7373
50.5463         50,5463
51.0550         51,0550
48.3331         48,3331
50.0050         50,0050
49.5046         49,5046
50.9842         50,9842
50.6183         50,6183
49.5612         49,5612
50.8723         50,8723
50.5177         50,5177
47.5826         47,5826
50.7643         50,7643
51.1216         51,1216
49.1220         49,1220
49.5921         49,5921
50.3743         50,3743
48.4800         48,4800
49.8067         49,8067
50.1999         50,1999
51.0424         51,0424
49.3412         49,3412
50.6202         50,6202
49.7836         49,7836
48.5616         48,5616
50.2663         50,2663
48.4578         48,4578
48.8177         48,8177
48.2893         48,2893
49.0231         49,0231
50.4125         50,4125
52.1181         52,1181
49.9094         49,9094
49.6449         49,6449
48.9804         48,9804
49.3109         49,3109
49.9214         49,9214
51.8320         51,8320
48.7708         48,7708
49.6775         49,6775
48.3277         48,3277
50.8992         50,8992
49.5831         49,5831
49.4163         49,4163
50.4499         50,4499
49.7926         49,7926
49.8009         49,8009
50.4167         50,4167
50.6540         50,6540
48.8935         48,8935
51.1400         51,1400
50.0945         50,0945
50.6428         50,6428
49.3494         49,3494
51.0915         51,0915
50.3551         50,3551
48.9157         48,9157
50.0342         50,0342
49.7777         49,7777
50.1986         50,1986
50.2525         50,2525
49.0879         49,0879
50.0033         50,0033
50.5047         50,5047
51.4324         51,4324
49.7659         49,7659
51.7101         51,7101
49.7987         49,7987
49.3302         49,3302
50.2757         50,2757
49.7904         49,7904
50.1343         50,1343
50.0869         50,0869
50.1676         50,1676
50.5480         50,5480
50.5956         50,5956
48.5431         48,5431
51.2319         51,2319
49.8364         49,8364
51.2286         51,2286
52.4987         52,4987
50.3815         50,3815
51.1273         51,1273
50.4631         50,4631
50.3802         50,3802
50.5620         50,5620
49.8806         49,8806
49.0978         49,0978
49.1458         49,1458
51.0803         51,0803
50.2987         50,2987
50.0105         50,0105
50.0232         50,0232
50.1363         50,1363
50.3376         50,3376
50.5146         50,5146
50.8899         50,8899
51.1180         51,1180
50.4661         50,4661
51.9911         51,9911
48.9090         48,9090
50.5894         50,5894
50.1312         50,1312
49.9573         49,9573
51.3981         51,3981
48.4609         48,4609
49.7481         49,7481
50.1900         50,1900
47.2202         47,2202
47.7675         47,7675
50.6113         50,6113
51.4452         51,4452
50.3207         50,3207
48.0381         48,0381
52.0828         52,0828
50.7716         50,7716
49.3008         49,3008
49.1282         49,1282
50.8489         50,8489
48.6818         48,6818
49.2183         49,2183
48.3141         48,3141
50.3393         50,3393
50.6361         50,6361
49.6087         49,6087
51.9773         51,9773
50.6723         50,6723
49.7290         49,7290
49.5604         49,5604
48.9037         48,9037
50.7959         50,7959
50.0180         50,0180
48.6810         48,6810
49.2686         49,2686
50.4821         50,4821
50.2087         50,2087
50.0270         50,0270
50.2098         50,2098
49.1778         49,1778
49.4008         49,4008
50.4473         50,4473
49.7094         49,7094
48.5756         48,5756
51.6454         51,6454
49.6356         49,6356
51.2509         51,2509
48.8473         48,8473
50.9713         50,9713
48.8276         48,8276
50.8196         50,8196
48.6021         48,6021
49.4306         49,4306
50.6140         50,6140
48.5846         48,5846
49.9883         49,9883
47.2276         47,2276
50.4617         50,4617
50.1027         50,1027
50.3163         50,3163
48.7956         48,7956
49.8820         49,8820
51.5724         51,5724
49.7076         49,7076
50.2059         50,2059
49.4215         49,4215
50.6336         50,6336
49.3512         49,3512
47.2499         47,2499
50.9450         50,9450
49.1915         49,1915
48.7294         48,7294
48.1606         48,1606
50.7202         50,7202
49.2120         49,2120
49.9810         49,9810
51.2298         51,2298
50.9649         50,9649
49.2764         49,2764
50.3580         50,3580
50.0976         50,0976
49.1036         49,1036
47.9356         47,9356
50.6616         50,6616
50.8443         50,8443
50.6670         50,6670
51.0244         51,0244
50.6042         50,6042
49.2866         49,2866
52.3665         52,3665
49.5115         49,5115
50.5821         50,5821
48.7956         48,7956
50.9923         50,9923
50.3563         50,3563
49.8213         49,8213
49.9053         49,9053
49.5934         49,5934
48.5536         48,5536
49.8910         49,8910
51.0204         51,0204
51.3155         51,3155
50.4949         50,4949
49.2242         49,2242
48.8606         48,8606
48.8973         48,8973
51.1793         51,1793
50.7842         50,7842
49.6675         49,6675
50.3037         50,3037
50.9873         50,9873
48.8892         48,8892
49.1425         49,1425
50.1814         50,1814
50.2785         50,2785
49.8548         49,8548
50.2106         50,2106
48.4346         48,4346
50.3133         50,3133
50.1325         50,1325
49.3623         49,3623
50.3916         50,3916
50.1524         50,1524
48.9579         48,9579
49.6174         49,6174
49.2931         49,2931
50.7142         50,7142
50.4837         50,4837
51.4630         51,4630
51.1764         51,1764
49.5251         49,5251
49.1577         49,1577
49.9886         49,9886
49.7423         49,7423
50.7860         50,7860
50.4191         50,4191
49.2678         49,2678
52.1786         52,1786
49.6209         49,6209
50.6719         50,6719
49.2923         49,2923
49.9630         49,9630
48.4583         48,4583
48.9338         48,9338
48.5572         48,5572
49.1455         49,1455
49.1042         49,1042
50.1767         50,1767
